tree,martelo,country,quadrant,species,social_status,DBH_cm,utmX,utmY,quality,Health,microhabitat,Total_height_m,Crownbase_height_m,V_m3ha,Bs_kg,B2_kg,B2_7_kg,B7_kg,Bs_B7.q.p_kg,B_kg,B,spNum,simpson,shannon,Even,D,MS,Mi,W,S,TH,A,G_m2ha,Hzones.st,Atmp,A.st,distij,MVij,Hzones.qd,Vij,THij
203,Valdepoza,Spain,1,Pinus nigra,dominant,37.95,354581.542302,4718989.338719,others,healthy,other,23.4,16.8,1.253,633.585578582188,103.69458,75.03455025,6.77217000000001,0,819.086878832188,0.819086878832188,1,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.5,0.666666666666667,1,0.6451771,0.347578347578348,2.46090865284927,0.113113239842041,zone3,5.11722056410999,2.32894744437721,1.89479406512458,1,zone3,1,0.790598290598291
204,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,5.75,354580.213897,4718987.987577,others,healthy,other,4.9,3.7,0.006,0,2.983,2.638368625,0,4.228363125,5.621368625,0.005621368625,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.5,1,1,0.871433933333333,0.756800737388973,3.43398720448515,0.002596722677733,zone1,6.70751034509747,3.05271951455652,1.89479406512458,1,zone1,1,0.790598290598291
205,Valdepoza,Spain,1,Pinus sylvestris,dominate,30.8,354579.874136,4718983.407712,others,healthy,other,17.5,12.4,0.617,255.65848,36.6754984565504,27.1604446030999,0,0,319.49442305965,0.31949442305965,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.287741003414762,2.55248416780603,0.074506011372536,zone2,5.09597190578075,2.31927676321498,2.12225738566719,0,zone2,1,0.069148936170213
206,Valdepoza,Spain,1,Pinus sylvestris,dominate,31.9,354579.943669,4718981.286594,injury,healthy,other,18.8,11,0.715,294.6184472,36.4760314460381,28.038073018931,0,0,359.132551664969,0.359132551664969,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.262401966302675,2.46090865284927,0.079922902505488,zone2,5.09597190578075,2.31927676321498,1.35343761043361,0,zone3,0,0.005291005291005
207,Valdepoza,Spain,1,Pinus sylvestris,dominate,36.65,354581.283411,4718981.09454,others,healthy,other,18.9,12.5,0.94,390.95834085,49.1942211513282,40.8294664200342,0,0,480.982028421362,0.480982028421362,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0,0.623755133333333,0.17989417989418,2.46090865284927,0.105496448453413,zone2,5.09597190578075,2.31927676321498,1.35343761043361,0,zone3,0,0.005291005291005
208,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,11.5,354586.558034,4718978.62621,others,healthy,other,10.2,5.9,0.052,0,5.788,9.286051,0,35.207595,15.074051,0.015074051,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.058059984118258,3.43398720448515,0.010386890710931,zone1,6.70751034509747,3.05271951455652,1.89141247501011,0,zone1,1,0.117647058823529
209,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,10.75,354588.978123,4718978.278531,others,healthy,other,10.7,5.6,0.049,0,4.892,9.383045875,0,32.273139375,14.275045875,0.014275045875,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.196261682242991,3.43398720448515,0.009076257525762,zone1,6.70751034509747,3.05271951455652,0.80156992680261,0,zone1,0,0.485981308411215
210,Valdepoza,Spain,1,Pinus sylvestris,Codominant,44.85,354591.296699,4718982.511462,injury,healthy,other,21.6,13.4,1.608,669.1128444,65.7470568191014,62.9913222056959,15.2862066,0,813.137430024797,0.813137430024797,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.5213377,0.092592592592593,2.46090865284927,0.157984607713264,zone3,5.11722056410999,2.32894744437721,3.66570796040303,0,zone3,1,0.157407407407407
211,Valdepoza,Spain,1,Pinus sylvestris,Codominant,46.5,354594.643781,4718984.006272,injury,healthy,other,18.2,12.9,1.436,606.03543,86.7246593555792,81.1285726119151,26.19702,0,800.085681967494,0.800085681967494,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.25015207302029,2.55248416780603,0.169822717880613,zone2,5.09597190578075,2.31927676321498,2.80278915581573,0,zone2,0,0.153488372093023
212,Valdepoza,Spain,1,Pinus sylvestris,Codominant,34.55,354593.986937,4718979.16752,others,healthy,other,19.1,12.3,0.848,351.11565335,42.6866096691509,34.4030999050157,0,0,428.205362924167,0.428205362924167,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.323047960700666,2.46090865284927,0.093753175114294,zone2,5.09597190578075,2.31927676321498,3.47540233683055,0,zone3,1,0.109947643979058
213,Valdepoza,Spain,2,Pinus sylvestris,dominant,38.15,354597.750362,4718976.367127,others,healthy,other,19.4,11.4,1.046,434.8220261,52.1371123128505,44.5190917681836,0.130611649999999,0,531.608841831034,0.531608841831034,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.24914089347079,3.00083031704146,0.114308615846732,zone3,5.11722056410999,2.32894744437721,1.62280808238616,0,zone3,0,0.025773195876289
214,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,9.8,354600.65032,4718977.553426,others,healthy,other,7.8,5.8,0.028,0,5.3294,5.71398256,0,19.5518232,11.04338256,0.01104338256,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,1,0.871433933333333,0.477490680615681,3.43398720448515,0.007542963961269,zone1,6.70751034509747,3.05271951455652,1.33389983192252,0,zone1,1,0.390625
215,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,12.95,354600.586914,4718978.885818,others,healthy,other,12.8,8.9,0.085,0,5.9331,14.04919996,0,56.0260512,19.98229996,0.01998229996,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,1,0.871433933333333,0.272757142548809,2.55248416780603,0.013171323549716,zone2,5.09597190578075,2.31927676321498,1.33389983192252,0,zone2,1,0.390625
216,Valdepoza,Spain,1,Quercus pyrenaica,dominate,18.7,354602.708658,4718979.441969,others,healthy,other,14.3,6.6,0.19,0,10.4291,25.47591046,0,130.5147987,35.90501046,0.03590501046,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.317016317016317,2.55248416780603,0.027464588375845,zone2,5.09597190578075,2.31927676321498,1.85755023315244,0,zone2,0,0.363636363636364
217,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,9,354602.662561,4718981.7741,injury,healthy,other,7.4,0,0.022,0,4.789,5.085172,0,15.64434,9.874172,0.009874172,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.40036939572172,3.43398720448515,0.006361725123519,zone1,6.70751034509747,3.05271951455652,2.01352818343119,0,zone1,0,0.362068965517241
218,Valdepoza,Spain,1,Quercus pyrenaica,dominate,24.65,354600.709709,4718982.264676,others,healthy,other,11.6,7.6,0.248,0,16.9737,28.33991998,0,183.9637881,45.31361998,0.04531361998,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.139956661013755,3.43398720448515,0.047722559553897,zone1,6.70751034509747,3.05271951455652,2.01352818343119,0,zone1,0,0.362068965517241
219,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,9.55,354578.371646,4718974.930857,others,healthy,other,5.4,3.8,0.017,0,6.1729,3.17275003,0,12.85408035,9.34565003,0.00934565003,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.333333333333333,0.871433933333333,0.35310738644072,3.33474893453353,0.007163027599726,zone1,6.70751034509747,3.05271951455652,3.31372877451361,1,zone1,1,0.649350649350649
220,Valdepoza,Spain,2,Pinus sylvestris,dominate,40.7,354578.553446,4718971.622119,injury,healthy,other,15.4,9.1,0.926,392.8531684,78.4445153849715,65.4257572642879,3.65301760000001,0,540.376458649259,0.540376458649259,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.25,1,1,0.82859,0.653679653679654,1.77162395567737,0.130100420368624,zone2,5.09597190578075,2.31927676321498,2.95317794797172,1,zone2,1,0.577922077922078
221,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,7.9,354581.39158,4718973.384777,others,healthy,other,4.1,2.3,0.008,0,5.2697,1.95157978,0,6.6784941,7.22127978,0.00722127978,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.447912581245915,3.33474893453353,0.004901669937763,zone1,6.70751034509747,3.05271951455652,1.59765016300715,0,zone1,1,0.369230769230769
222,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,9.5,354581.501795,4718971.790933,others,healthy,other,6.5,4.4,0.021,0,5.6385,4.2935425,0,15.3109125,9.9320425,0.0099320425,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.372127872127872,3.33474893453353,0.007088218424662,zone1,6.70751034509747,3.05271951455652,1.59765016300715,0,zone1,1,0.369230769230769
223,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,8.6,354585.017991,4718975.73022,others,healthy,other,6,4.5,0.016,0,5.0528,3.6804688,0,11.582136,8.7332688,0.0087332688,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,1,0.8928559,0.383679544425031,3.33474893453353,0.005808804816488,zone1,6.70751034509747,3.05271951455652,1.57180966460129,0,zone1,1,0.333333333333333
224,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,11.25,354586.197136,4718976.769548,others,healthy,other,9,5.8,0.043,0,6.0975,7.66153125,0,29.72953125,13.75903125,0.01375903125,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,0.666666666666667,0.8928559,0.186630427748657,3.33474893453353,0.009940195505499,zone1,6.70751034509747,3.05271951455652,1.57180966460129,0,zone1,1,0.333333333333333
225,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,12.55,354588.456877,4718976.584506,others,healthy,other,10.1,5.7,0.06,0,6.7754,9.876905845,0,41.519234025,16.652305845,0.016652305845,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,0.666666666666667,0.8928559,0.206810400666235,3.33474893453353,0.012370217423051,zone1,6.70751034509747,3.05271951455652,1.77240460727595,0,zone1,1,0.05607476635514
226,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,14,354589.736787,4718978.019797,injury,healthy,other,5.5,0,0.036,0,10.1245,3.65164,0,28.1358,13.77614,0.01377614,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.467403722230387,3.43398720448515,0.01539380400259,zone1,6.70751034509747,3.05271951455652,0.80156992680261,0,zone1,0,0.485981308411215
227,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,9.7,354592.084154,4718975.44846,others,healthy,other,4.9,3.8,0.015,0,6.5301,2.66046058,0,12.0331701,9.19056058,0.00919056058,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.355251191385645,3.33474893453353,0.007389811319407,zone1,6.70751034509747,3.05271951455652,1.01496612153418,0,zone1,1,0.244897959183674
228,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,9.7,354591.621122,4718974.545267,injury,healthy,other,3.7,0,0.011,0,7.0641,1.40981554,0,9.0862713,8.47391554,0.00847391554,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.553638088898926,3.33474893453353,0.007389811319407,zone1,6.70751034509747,3.05271951455652,1.01496612153418,0,zone1,1,0.244897959183674
229,Valdepoza,Spain,2,Pinus sylvestris,dominate,31.95,354595.060757,4718975.862171,others,healthy,other,17,7.4,0.642,267.2460945,41.1054767753065,30.825316229898,0,0,339.176887505205,0.339176887505205,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,1,0.623755133333333,0.315141230022532,1.77162395567737,0.080173640869152,zone2,5.09597190578075,2.31927676321498,2.73659562569362,0,zone2,1,0.123711340206185
230,Valdepoza,Spain,2,Pinus sylvestris,Codominant,35.65,354599.360258,4718976.162821,others,healthy,other,18.9,12,0.891,369.91470285,46.2907614918089,37.8468811838144,0,0,454.052345525623,0.454052345525623,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.206121929489627,3.00083031704146,0.099818019732049,zone2,5.09597190578075,2.31927676321498,1.62280808238616,0,zone3,0,0.025773195876289
231,Valdepoza,Spain,2,Pinus sylvestris,Codominant,38.75,354600.206799,4718973.571373,others,healthy,other,18.8,12.3,1.042,434.732375,55.9475860271154,47.7963936874984,0.4941875,0,538.970542214614,0.538970542214614,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.207108407773758,3.00083031704146,0.117932442972648,zone2,5.09597190578075,2.31927676321498,2.72621246506437,0,zone3,1,0.005291005291005
232,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,9.3,354601.749948,4718968.861044,others,healthy,other,10,4.9,0.035,0,3.9014,7.764422,0,22.57389,11.665822,0.011665822,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,0.666666666666667,0.8928559,0.15,3.33474893453353,0.006792908715225,zone1,6.70751034509747,3.05271951455652,0.855430583145867,0,zone1,0,0.26
233,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,6.45,354602.337743,4718968.239547,others,healthy,other,7.4,5.2,0.012,0,2.4991,4.54101373,0,8.03510685,7.04011373,0.00704011373,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,0.666666666666667,0.8928559,0.208196988196988,3.33474893453353,0.003267452709274,zone1,6.70751034509747,3.05271951455652,0.408236398746612,0,zone1,1,0.186813186813187
234,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,7.85,354602.121771,4718967.893118,others,healthy,other,9.1,5.2,0.023,0,2.9998,6.292329355,0,14.635959975,9.292129355,0.009292129355,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,1,0.8928559,0.095934065934066,3.33474893453353,0.004839819832396,zone1,6.70751034509747,3.05271951455652,0.408236398746612,0,zone1,1,0.186813186813187
235,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,8.1,354600.427384,4718967.235362,others,healthy,other,9,4.9,0.024,0,3.2688,6.2949762,0,15.411789,9.5637762,0.0095637762,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,1,0.8928559,0.096255596255596,3.33474893453353,0.005152997350051,zone1,6.70751034509747,3.05271951455652,1.81757813066237,0,zone1,1,0.010989010989011
236,Valdepoza,Spain,2,Pinus sylvestris,dominate,38.7,354598.246726,4718969.117107,others,healthy,other,12.2,10.6,0.653,281.3859972,91.8500499688172,70.2567400264139,0.568540800000003,0,444.061327995231,0.444061327995231,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.333333333333333,0.666666666666667,0.333333333333333,0.726172566666667,0.267959831774097,1.77162395567737,0.117628297533872,zone2,5.09597190578075,2.31927676321498,2.76041745112656,0,zone2,1,0.361256544502618
237,Valdepoza,Spain,2,Pinus sylvestris,Codominant,31.1,354595.510518,4718968.752319,others,healthy,other,19.1,10.8,0.692,284.4951494,33.8707249885705,25.782320661397,0,0,344.148195049968,0.344148195049968,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,1,0.5213377,0.153145768329014,3.00083031704146,0.075964495761965,zone2,5.09597190578075,2.31927676321498,2.26037440633526,1,zone3,1,0.035353535353535
238,Valdepoza,Spain,2,Pinus sylvestris,dominate,28.75,354593.267693,4718965.950791,others,healthy,other,17.9,9.6,0.554,227.85021875,30.7100805022919,22.0339380047371,0,0,280.594237257029,0.280594237257029,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,1,0.5213377,0.242873074441708,3.00083031704146,0.06491806694332,zone2,5.09597190578075,2.31927676321498,1.33326964972855,1,zone3,1,0.095959595959596
239,Valdepoza,Spain,2,Pinus nigra,Codominant,32.15,354594.028001,4718967.046026,others,healthy,other,19.8,12.7,0.758,398.889208521822,74.42082,53.85173225,0,0,527.161760771822,0.527161760771822,1,0.980236686390533,3.96571344469959,0.985184339005005,2,0.25,1,0.666666666666667,0.5213377,0.070707070707071,3.00083031704146,0.081180521314628,zone3,5.11722056410999,2.32894744437721,1.33326964972855,1,zone3,1,0.095959595959596
240,Valdepoza,Spain,2,Pinus sylvestris,Codominant,26.9,354589.834758,4718968.08772,others,healthy,other,18.2,11.4,0.496,202.8134108,26.0278816302458,18.0883348876991,0,0,246.929627317945,0.246929627317945,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.333333333333333,0.666666666666667,0.333333333333333,0.5213377,0.265031265031265,3.00083031704146,0.056832196501603,zone2,5.09597190578075,2.31927676321498,3.50401715987968,1,zone3,1,0.697802197802198
241,Valdepoza,Spain,2,Pinus nigra,suppressed,9.75,354586.66812,4718966.58754,others,healthy,other,5.5,2.4,0.018,13.2659474120933,6.8445,4.95275625,0,0,25.0632036620933,0.025063203662093,1,0.980236686390533,3.96571344469959,0.985184339005005,2,0.25,1,0.666666666666667,0.5213377,0.706758304349529,3.33474893453353,0.007466191290797,zone1,6.70751034509747,3.05271951455652,2.16583312973074,1,zone1,0,0.715025906735751
242,Valdepoza,Spain,2,Pinus sylvestris,Codominant,34.15,354585.235334,4718968.211719,injury,healthy,other,19.3,6.7,0.839,346.62465145,41.110660960382,33.0113523857644,0,0,420.746664796146,0.420746664796146,2,0.980236686390533,3.96571344469959,0.985184339005005,2,0.5,0.666666666666667,0,0.623755133333333,0.478411053540587,3.00083031704146,0.091594900961278,zone3,5.11722056410999,2.32894744437721,2.16583312973074,1,zone3,0,0.715025906735751
243,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,12.4,354578.816937,4718966.81752,others,healthy,other,11,5.5,0.065,0,6.2402,10.9977568,0,44.144496,17.2379568,0.0172379568,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,1,0.871433933333333,0.237554112554113,1.77162395567737,0.012076282160399,zone1,6.70751034509747,3.05271951455652,3.07175600320113,0,zone2,1,0.017857142857143
244,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,11.65,354580.139961,4718964.045284,others,healthy,other,11.2,5.9,0.06,0,5.4777,10.65250996,0,39.6744012,16.13020996,0.01613020996,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0,0,1,0.8928559,0.244047619047619,1.77162395567737,0.010659620223171,zone1,6.70751034509747,3.05271951455652,3.07175600320113,0,zone2,1,0.017857142857143
245,Valdepoza,Spain,2,Quercus pyrenaica,suppressed,12.45,354581.251873,4718960.989731,others,healthy,other,7.9,5,0.044,0,7.6646,6.792251255,0,31.959965475,14.456851255,0.014456851255,3,0.980236686390533,3.96571344469959,0.985184339005005,2,0.166666666666667,0.333333333333333,0.666666666666667,0.8928559,0.275272706060783,3.33474893453353,0.012173867882201,zone1,6.70751034509747,3.05271951455652,1.78685103195552,0,zone1,1,0.177215189873418
246,Valdepoza,Spain,2,Pinus nigra,dominant,41.8,354584.007456,4718960.536171,injury,healthy,other,21.7,12.6,1.389,704.663052075752,125.80128,91.031204,19.71972,0,941.215256075752,0.941215256075752,1,0.980236686390533,3.96571344469959,0.985184339005005,2,0.5,0.666666666666667,0.666666666666667,0.6451771,0.324116743471582,3.00083031704146,0.137227908701456,zone3,5.11722056410999,2.32894744437721,1.43127476539129,1,zone3,1,0.179723502304147
