tree,martelo,country,quadrant,species,social_status,DBH_cm,utmX,utmY,quality,Health,microhabitat,Total_height_m,Crownbase_height_m,V_m3ha,Bs_kg,B2_kg,B2_7_kg,B7_kg,Bs_B7.q.p_kg,B_kg,B,spNum,simpson,shannon,Even,D,MS,Mi,W,S,TH,A,G_m2ha,Hzones.st,Atmp,A.st,distij,MVij,Hzones.qd,Vij,THij
139,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,6.9,354617.127196,4718981.095676,others,healthy,other,6.7,4.3,0.012,0,3.2147,4.06949006,0,8.3255607,7.28419006,0.00728419006,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.333333333333333,0.8928559,0.129353233830846,4.09128202384159,0.003739280655935,zone1,6.70751034509747,3.05271951455652,1.7046955295987,0,zone1,0,0.044776119402985
140,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,6.95,354612.829935,4718986.872438,others,healthy,other,5.4,3.9,0.009,0,3.8381,3.04181923,0,6.80775435,6.87991923,0.00687991923,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.187301587301587,4.09128202384159,0.003793669478751,zone1,6.70751034509747,3.05271951455652,2.41873748692297,0,zone1,1,0.092592592592593
142,Valdepoza,Spain,5,Quercus pyrenaica,Codominant,31.45,354610.403431,4718982.427802,others,healthy,other,16.9,7.9,0.606,0,20.7216,73.272912505,0,436.283221725,93.994512505,0.093994512505,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.656804733727811,2.47990520757034,0.077683928691182,zone2,5.09597190578075,2.31927676321498,2.20253959793945,0,zone2,0,0.591715976331361
143,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,8.05,354609.678702,4718979.603915,others,healthy,other,6.6,3.1,0.016,0,4.2919,4.15374217,0,11.16287865,8.44564217,0.00844564217,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.237559077008618,4.09128202384159,0.005089576448356,zone1,6.70751034509747,3.05271951455652,0.908504576191692,0,zone1,1,0.181818181818182
144,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,8.4,354612.988519,4718982.913803,others,healthy,other,5.1,4,0.012,0,5.2737,2.83506528,0,9.3922416,8.10876528,0.00810876528,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.338216657614651,4.09128202384159,0.005541769440932,zone1,6.70751034509747,3.05271951455652,1.96711347694681,0,zone1,1,0.260869565217391
146,Valdepoza,Spain,5,Quercus pyrenaica,dominate,12.6,354606.579442,4718981.304962,others,healthy,other,11.1,7.6,0.068,0,6.3753,11.30266968,0,45.9943596,17.67796968,0.01767796968,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.195195195195195,4.09128202384159,0.012468981242098,zone1,6.70751034509747,3.05271951455652,1.89045443582618,0,zone1,1,0.306306306306306
147,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,11.2,354604.868717,4718980.500451,others,healthy,other,7.7,6.3,0.035,0,6.6311,6.06223744,0,25.2096768,12.69333744,0.01269333744,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.307230307230307,4.09128202384159,0.009852034561658,zone1,6.70751034509747,3.05271951455652,1.59103068188377,0,zone1,1,0.153846153846154
148,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,9.8,354604.500586,4718978.952595,others,healthy,other,9.1,7.4,0.034,0,4.7509,7.08248632,0,22.8104604,11.83338632,0.01183338632,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.196303696303696,4.09128202384159,0.007542963961269,zone1,6.70751034509747,3.05271951455652,1.59091346183069,0,zone1,1,0.071428571428572
149,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,10.15,354604.309442,4718977.373206,inclinated,healthy,other,9.8,7,0.04,0,4.7537,8.00597329,0,26.35109505,12.75967329,0.01275967329,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.179251410709211,4.09128202384159,0.008091368228861,zone1,6.70751034509747,3.05271951455652,1.02355960970825,0,zone1,1,0.176470588235294
150,Valdepoza,Spain,6,Quercus pyrenaica,dominate,13.85,354604.439415,4718976.357932,others,healthy,other,11.9,6.8,0.088,0,7.1418,13.671875095,0,59.578150275,20.813675095,0.020813675095,3,0.97945060377092,3.93681846559478,0.982403579543237,2.5,0,0,1,0.8928559,0.183148621767548,2.37840118868858,0.015065703919831,zone1,6.70751034509747,3.05271951455652,1.02355960970825,0,zone2,1,0.176470588235294
151,Valdepoza,Spain,5,Quercus pyrenaica,dominate,16.7,354606.786736,4718977.504591,others,healthy,other,13.8,8.2,0.148,0,8.8556,20.85156916,0,100.4506002,29.70716916,0.02970716916,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.451690821256039,2.47990520757034,0.021903969378991,zone2,5.09597190578075,2.31927676321498,1.71183022584229,0,zone2,1,0.405797101449275
152,Valdepoza,Spain,6,Quercus pyrenaica,suppressed,9.65,354607.393838,4718975.836988,others,healthy,other,8.8,6.9,0.032,0,4.7497,6.70440664,0,21.3883758,11.45410664,0.01145410664,3,0.97945060377092,3.93681846559478,0.982403579543237,2.5,0,0,1,0.8928559,0.228709454796411,2.87065535395591,0.007313824047098,zone1,6.70751034509747,3.05271951455652,1.52761403198751,0,zone1,1,0.022222222222222
153,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,6.3,354608.746754,4718978.375474,others,healthy,other,5.7,4.7,0.008,0,3.1209,3.24039354,0,5.9046813,6.36129354,0.00636129354,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.306101968442537,4.09128202384159,0.003117245310524,zone1,6.70751034509747,3.05271951455652,1.54194499419272,0,zone1,1,0.136363636363636
154,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,9.7,354607.03747,4718979.197959,others,healthy,other,8.2,5.9,0.029,0,5.0616,6.09973444,0,20.1371418,11.16133444,0.01116133444,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.319460524082704,4.09128202384159,0.007389811319407,zone1,6.70751034509747,3.05271951455652,1.34077393146547,0,zone1,1,0.247706422018349
155,Valdepoza,Spain,5,Quercus pyrenaica,dominate,12.05,354608.178662,4718979.901774,others,healthy,other,10.9,6.7,0.061,0,5.9704,10.582100005,0,41.308659225,16.552500005,0.016552500005,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.373088685015291,4.09128202384159,0.011404177682072,zone1,6.70751034509747,3.05271951455652,1.34077393146547,0,zone1,1,0.247706422018349
156,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,7.95,354610.534361,4718979.909248,others,healthy,other,5.4,4.2,0.012,0,4.7361,3.08729403,0,8.90776035,7.82339403,0.00782339403,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,1,0.8928559,0.363546019198193,4.09128202384159,0.004963912742213,zone1,6.70751034509747,3.05271951455652,0.908504576191692,0,zone1,1,0.181818181818182
157,Valdepoza,Spain,5,Quercus pyrenaica,dominant,37.3,354610.714727,4718977.944555,others,healthy,other,17.5,9.8,0.87,0,25.7079,104.1964135,0,635.4717075,129.9043135,0.1299043135,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.333333333333333,0.8928559,0.653333333333333,2.47990520757034,0.109271661075324,zone2,5.09597190578075,2.31927676321498,1.51028017987749,0,zone2,0,0.645714285714286
158,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,13.4,354612.177045,4718981.121864,others,healthy,other,6.9,4.7,0.043,0,8.9627,5.69546632,0,32.3369604,14.65816632,0.01465816632,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.666666666666667,0.8928559,0.356658948632193,4.09128202384159,0.014102609421965,zone1,6.70751034509747,3.05271951455652,1.96711347694681,0,zone1,1,0.260869565217391
159,Valdepoza,Spain,5,Quercus pyrenaica,suppressed,9.1,354613.939442,4718976.47254,others,healthy,other,5.9,4.4,0.017,0,5.5463,3.63789502,0,12.7519119,9.18419502,0.00918419502,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0,0,0.333333333333333,0.8928559,0.35664663060175,4.09128202384159,0.006503882191094,zone1,6.70751034509747,3.05271951455652,0.533021668236116,0,zone1,1,0.358695652173913
160,Valdepoza,Spain,1,Quercus pyrenaica,dominate,20.1,354604.294547,4718995.036858,injury,healthy,other,11.4,8.4,0.166,0,12.9768,20.38488132,0,120.2091354,33.36168132,0.03336168132,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.8928559,0.493620414673046,3.43398720448515,0.03173087119942,zone1,6.70751034509747,3.05271951455652,1.80468942638002,0,zone1,1,0.570175438596491
161,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,7.7,354602.941195,4718993.842981,others,healthy,other,4.9,2.6,0.01,0,4.7341,2.64786298,0,7.5825981,7.38196298,0.00738196298,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.8928559,0.515134365728593,3.43398720448515,0.004656625710783,zone1,6.70751034509747,3.05271951455652,1.80468942638002,0,zone1,1,0.570175438596491
162,Valdepoza,Spain,1,Pinus sylvestris,dominate,25.3,354603.048111,4718998.984982,injury,healthy,other,18.2,12.6,0.441,179.4044252,22.7444576469957,15.2888319565578,0,0,217.437714803553,0.217437714803553,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.333333333333333,0.5213377,0.067735586548577,2.55248416780603,0.050272551040907,zone2,5.09597190578075,2.31927676321498,2.85521461121439,0,zone2,0,0.031914893617021
163,Valdepoza,Spain,1,Pinus sylvestris,dominate,26.9,354601.332141,4719001.26702,others,healthy,other,18.8,14.3,0.514,209.4995672,25.0724707382419,17.5685072118659,0,0,252.140545150108,0.252140545150108,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.333333333333333,0.5213377,0.047639892768672,2.46090865284927,0.056832196501603,zone2,5.09597190578075,2.31927676321498,2.85521461121439,0,zone3,0,0.031914893617021
164,Valdepoza,Spain,5,Pinus sylvestris,Codominant,32.8,354608.264938,4718993.255991,inclinated,healthy,other,20.2,14.9,0.815,334.6723072,35.6954057499046,28.3685549649074,0,0,398.736267914812,0.398736267914812,2,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.25,1,0.333333333333333,0.82859,0.574257425742574,1.89378823239114,0.084496276010951,zone3,5.11722056410999,2.32894744437721,2.20451270315403,1,zone3,0,0.658415841584158
165,Valdepoza,Spain,1,Pinus sylvestris,Codominant,38.95,354599.520279,4718998.277927,others,healthy,other,19,13.6,1.065,443.9041915,55.8983355882271,48.0168857635254,0.659974750000002,0,548.479387601752,0.548479387601752,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,1,0.623755133333333,0.314035087719298,2.46090865284927,0.119152951718568,zone2,5.09597190578075,2.31927676321498,3.24566003937152,1,zone3,1,0.889473684210526
166,Valdepoza,Spain,5,Quercus pyrenaica,dominate,31.9,354609.45315,4718990.477629,others,healthy,other,12.7,7.9,0.45,0,22.9947,49.87856086,0,337.3071867,72.87326086,0.07287326086,3,0.986989482997848,4.35243068725719,0.996105419772838,1.16176470588235,0.166666666666667,0.333333333333333,1,0.871433933333333,0.454471037654947,2.47990520757034,0.079922902505488,zone2,5.09597190578075,2.31927676321498,0.708368205937351,0,zone2,1,0.535433070866142
167,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,8.45,354596.701512,4718996.668933,injury,healthy,other,2.1,0,0.004,0,6.6536,0.075840445000001,0,3.913571025,6.729440445,0.006729440445,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.796112440191388,3.43398720448515,0.005607939236199,zone1,6.70751034509747,3.05271951455652,2.38480538986909,0,zone1,0,0.761363636363636
168,Valdepoza,Spain,1,Quercus pyrenaica,dominate,13.75,354594.806824,4718998.117192,others,healthy,other,8.8,6.5,0.06,0,8.4315,8.75215,0,43.423875,17.18365,0.01718365,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.527432216905901,3.43398720448515,0.014848934026733,zone1,6.70751034509747,3.05271951455652,2.38480538986909,0,zone1,0,0.761363636363636
169,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,10.35,354592.345081,4718997.190344,others,healthy,other,6.3,5.2,0.024,0,6.4908,4.222425015,0,17.614152675,10.713225015,0.010713225015,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.298427589852009,3.43398720448515,0.008413381475854,zone1,6.70751034509747,3.05271951455652,2.63044213262771,0,zone1,1,0.284090909090909
170,Valdepoza,Spain,1,Quercus pyrenaica,dominate,20.6,354587.415525,4719000.350174,others,healthy,other,11.4,7.1,0.173,0,13.4258,21.10388752,0,126.2640744,34.52968752,0.03452968752,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.36594982078853,3.43398720448515,0.033329156461934,zone1,6.70751034509747,3.05271951455652,3.23722574968447,0,zone1,0,0.264516129032258
171,Valdepoza,Spain,1,Quercus pyrenaica,Codominant,21.4,354584.978033,4719002.480494,others,healthy,other,15.5,9.6,0.267,0,12.3197,34.5903244,0,185.267718,46.9100244,0.0469100244,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.395698924731183,2.55248416780603,0.03596809429095,zone2,5.09597190578075,2.31927676321498,2.46356634262281,0,zone2,1,0.748387096774194
172,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,6.95,354583.2686,4719000.706516,injury,healthy,other,3.9,0,0.006,0,4.5056,1.848018055,0,4.916711475,6.353618055,0.006353618055,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.676268659917639,3.43398720448515,0.003793669478751,zone1,6.70751034509747,3.05271951455652,1.84790610971841,0,zone1,1,0.6953125
173,Valdepoza,Spain,1,Quercus pyrenaica,dominate,11.6,354583.538542,4718998.012785,others,healthy,other,9.4,6.1,0.048,0,6.2338,8.34480832,0,33.0129504,14.57860832,0.01457860832,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.1176678802589,3.43398720448515,0.010568317686676,zone1,6.70751034509747,3.05271951455652,1.04956414728572,0,zone1,1,0
174,Valdepoza,Spain,1,Quercus pyrenaica,Codominant,13.6,354582.765411,4718998.928439,others,healthy,other,12.8,9.2,0.093,0,6.5168,14.78892544,0,61.7914368,21.30572544,0.02130572544,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.2421875,2.55248416780603,0.014526724430199,zone2,5.09597190578075,2.31927676321498,1.19839634123102,0,zone2,0,0.265625
176,Valdepoza,Spain,1,Quercus pyrenaica,dominate,11.55,354581.695648,4718998.386273,others,healthy,other,10.3,6.4,0.053,0,5.7884,9.444701135,0,35.862594075,15.233101135,0.015233101135,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.123356593851133,3.43398720448515,0.010477407849263,zone1,6.70751034509747,3.05271951455652,1.19930681936748,0,zone1,1,0.1953125
177,Valdepoza,Spain,1,Quercus pyrenaica,dominate,13.7,354582.778723,4718997.288727,others,healthy,other,9.4,5.7,0.065,0,8.1196,9.65031868,0,46.0478646,17.76991868,0.01776991868,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.1176678802589,3.43398720448515,0.014741138128807,zone1,6.70751034509747,3.05271951455652,1.04956414728572,0,zone1,1,0
178,Valdepoza,Spain,1,Quercus pyrenaica,dominate,16.45,354584.954295,4718996.078283,others,healthy,other,12.4,7.1,0.126,0,9.2541,17.66316898,0,87.5777931,26.91726898,0.02691726898,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.352150537634409,2.55248416780603,0.021253070651076,zone2,5.09597190578075,2.31927676321498,1.58045328923885,0,zone2,1,0.57258064516129
179,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,9.5,354581.442065,4718995.05678,others,healthy,other,7.4,5.3,0.025,0,5.238,5.212933,0,17.430885,10.450933,0.010450933,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.8928559,0.377934881063792,3.43398720448515,0.007088218424662,zone1,6.70751034509747,3.05271951455652,1.59897338063322,1,zone1,1,0.637254901960784
180,Valdepoza,Spain,1,Pinus nigra,dominate,39.1,354581.597915,4718993.46542,injury,healthy,other,20.4,14.6,1.141,587.931100847694,110.07432,79.651001,9.93168,0,787.588101847694,0.787588101847694,1,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.25,1,0.666666666666667,0.8928559,0.689542483660131,2.46090865284927,0.120072456618365,zone3,5.11722056410999,2.32894744437721,1.59897338063322,1,zone3,1,0.637254901960784
181,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,9.95,354584.274354,4718994.651569,others,healthy,other,5.3,3.7,0.018,0,6.5766,3.089692285,0,13.695015825,9.666292285,0.009666292285,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.338364862558411,3.43398720448515,0.007775638167176,zone1,6.70751034509747,3.05271951455652,1.58045328923885,0,zone1,1,0.57258064516129
182,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,8.85,354585.565349,4718993.084986,others,healthy,other,6.3,3.9,0.018,0,5.1438,3.995077815,0,12.878568675,9.138877815,0.009138877815,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.333333333333333,0.871433933333333,0.3420054200542,3.43398720448515,0.00615143476527,zone1,6.70751034509747,3.05271951455652,2.02998777983297,0,zone1,0,0.158730158730159
183,Valdepoza,Spain,1,Pinus sylvestris,Codominant,31.1,354585.5919,4718990.056738,others,healthy,other,20.5,14.1,0.748,305.348197,31.2179056185007,24.193810885628,0,0,360.759913504129,0.360759913504129,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.333333333333333,0.666666666666667,1,0.726172566666667,0.490681086056144,2.46090865284927,0.075964495761965,zone3,5.11722056410999,2.32894744437721,3.02836439433166,1,zone3,1,0.692682926829268
184,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,7.2,354587.818413,4718992.286364,others,healthy,other,5.2,0.4,0.01,0,4.1516,2.88963584,0,7.0357248,7.04123584,0.00704123584,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.285979715161548,3.43398720448515,0.004071504079052,zone1,6.70751034509747,3.05271951455652,2.38836819527655,0,zone1,0,0.267605633802817
185,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,13.8,354589.155715,4718995.291166,injury,healthy,other,8.6,0,0.059,0,8.5654,8.46943792,0,42.7461624,17.03483792,0.01703483792,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.232166187614319,3.43398720448515,0.014957122623741,zone1,6.70751034509747,3.05271951455652,2.04688992527849,0,zone1,1,0.033707865168539
186,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,10.9,354590.106327,4718993.478407,others,healthy,other,8.9,7.1,0.04,0,5.8277,7.37020042,0,27.5983749,13.19790042,0.01319790042,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.217228464419476,3.43398720448515,0.009331315579325,zone1,6.70751034509747,3.05271951455652,2.04688992527849,0,zone1,1,0.033707865168539
187,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,9.95,354589.76927,4718990.908518,others,healthy,other,7.1,5.2,0.025,0,5.7756,5.013232495,0,18.346153275,10.788832495,0.010788832495,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.376713302051255,3.43398720448515,0.007775638167176,zone1,6.70751034509747,3.05271951455652,2.38836819527655,0,zone1,0,0.267605633802817
188,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,10.5,354592.89155,4718993.079284,others,healthy,other,9.6,4.6,0.041,0,5.157,7.973292,0,27.62424,13.130292,0.013130292,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.109564659197012,3.43398720448515,0.008659014751457,zone1,6.70751034509747,3.05271951455652,2.37380967317709,0,zone1,1,0.0625
189,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,13.05,354593.131433,4718990.717626,others,healthy,other,9,6.5,0.056,0,7.7139,8.64218205,0,40.00405725,16.35608205,0.01635608205,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.131695455960162,3.43398720448515,0.013375527072199,zone1,6.70751034509747,3.05271951455652,2.37380967317709,0,zone1,1,0.0625
190,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,15.4,354595.585887,4718992.248118,others,healthy,other,11.9,7.7,0.107,0,8.5337,15.39569752,0,73.6595244,23.92939752,0.02392939752,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.277310924369748,2.55248416780603,0.018626502843134,zone1,6.70751034509747,3.05271951455652,1.30251473553458,0,zone2,1,0.310924369747899
191,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,11.95,354595.581398,4718990.945611,others,healthy,other,8.2,6.5,0.043,0,7.0821,6.98221009,0,30.56259105,14.06431009,0.01406431009,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.141401167513076,3.43398720448515,0.011215682122856,zone1,6.70751034509747,3.05271951455652,1.30251473553458,0,zone1,1,0.310924369747899
192,Valdepoza,Spain,1,Quercus pyrenaica,suppressed,10.55,354596.702262,4718993.011469,others,healthy,other,8,6,0.033,0,5.9139,6.1845946,0,23.239962,12.0984946,0.0120984946,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.363207112113138,3.43398720448515,0.008741677908154,zone1,6.70751034509747,3.05271951455652,1.35240448448585,0,zone1,1,0.327731092436975
193,Valdepoza,Spain,1,Quercus pyrenaica,dominate,13.9,354605.140995,4718989.331708,others,healthy,other,10.7,6.1,0.078,0,7.7207,11.83406686,0,53.9577567,19.55476686,0.01955476686,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.8928559,0.327301403300581,3.43398720448515,0.015174677915002,zone1,6.70751034509747,3.05271951455652,1.97099107286124,0,zone1,1,0.23021582733813
194,Valdepoza,Spain,1,Quercus pyrenaica,Codominant,16.6,354604.74554,4718987.400796,others,healthy,other,13.9,8,0.148,0,8.7213,20.89276792,0,99.9704124,29.61406792,0.02961406792,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.34052757793765,2.55248416780603,0.02164243179058,zone2,5.09597190578075,2.31927676321498,1.72981475235073,0,zone2,1,0.151079136690647
195,Valdepoza,Spain,1,Quercus pyrenaica,dominate,17,354600.721598,4718987.171383,others,healthy,other,11.8,7.1,0.126,0,10.015,17.157676,0,89.00622,27.172676,0.027172676,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0,0.8928559,0.056126701861628,2.55248416780603,0.022698006922186,zone1,6.70751034509747,3.05271951455652,2.56771463366183,0,zone2,0,0.032786885245902
196,Valdepoza,Spain,1,Quercus pyrenaica,dominate,15.6,354603.263466,4718986.508767,others,healthy,other,11.8,7.5,0.108,0,8.7578,15.44690624,0,74.9500128,24.20470624,0.02420470624,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.06128867397885,2.55248416780603,0.01911344970444,zone1,6.70751034509747,3.05271951455652,1.71123980139638,0,zone2,1,0.032786885245902
197,Valdepoza,Spain,1,Quercus pyrenaica,Codominant,16.45,354602.264811,4718985.119152,others,healthy,other,12.2,9.7,0.124,0,9.3431,17.26480069,0,86.16524805,26.60790069,0.02660790069,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.666666666666667,0.8928559,0.040983606557377,2.55248416780603,0.021253070651076,zone2,5.09597190578075,2.31927676321498,1.17529770221027,0,zone2,1,0.057377049180328
198,Valdepoza,Spain,1,Quercus pyrenaica,dominate,12.2,354602.200997,4718983.945588,others,healthy,other,11.5,6.8,0.067,0,5.8381,11.5028908,0,44.674326,17.3409908,0.0173409908,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,1,0.8928559,0.140839825988645,3.43398720448515,0.011689866264008,zone1,6.70751034509747,3.05271951455652,1.17529770221027,0,zone1,1,0.057377049180328
199,Valdepoza,Spain,1,Quercus pyrenaica,dominate,16.1,354597.244442,4718987.808813,others,healthy,other,10.2,8,0.096,0,9.9188,12.95214796,0,69.0068862,22.87094796,0.02287094796,3,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.257077363757324,3.43398720448515,0.020358305793425,zone1,6.70751034509747,3.05271951455652,3.53509983638957,0,zone1,0,0.135593220338983
200,Valdepoza,Spain,1,Pinus sylvestris,Codominant,38,354592.748041,4718986.070684,injury,healthy,other,21.5,15.3,1.16,478.1084,45.9111799174116,40.1537825191719,0.0710375,0,564.244399936583,0.564244399936583,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0,0,0.333333333333333,0.5213377,0.062008326155613,2.46090865284927,0.113411494794592,zone3,5.11722056410999,2.32894744437721,2.80278915581573,0,zone3,0,0.153488372093023
201,Valdepoza,Spain,1,Pinus sylvestris,Codominant,37,354588.993735,4718988.125034,others,healthy,other,20.9,11.9,1.068,440.62634,44.732461100255,38.2842049189402,0,0,523.643006019195,0.523643006019195,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.231192260238933,2.46090865284927,0.107521008569111,zone3,5.11722056410999,2.32894744437721,2.88950475223838,1,zone3,1,0.660287081339713
202,Valdepoza,Spain,1,Pinus sylvestris,Codominant,46.8,354586.134779,4718987.014945,injury,healthy,other,21.2,13,1.712,715.0695552,73.7702495954722,71.9880162687645,24.8849028,0,885.712723864237,0.885712723864237,2,0.981448182097276,4.00303388846568,0.994455688848048,1.36585365853659,0.166666666666667,0.333333333333333,0.666666666666667,0.5213377,0.047062301779283,2.46090865284927,0.172021047339963,zone3,5.11722056410999,2.32894744437721,3.06690837759299,0,zone3,1,0.014150943396227
